id,name,cost,attack,health,ability,evolved_ability,class,type,tribes
10444110,"Wilnas, Flame Personified",7,8,6,"Fanfare: Select an enemy follower on the field and deal it 8 damage.
Intimidate
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select an enemy follower on the field and deal it 8 damage.
Intimidate
Evolve: Replicate the effects of this card's Fanfare ability.",Dragoncraft,Follower,
10362220,Winged Lion Statue,3,0,0,"Countdown (3)
Last Words: Summon a Holy Falcon and Holyflame Tiger.
Engage (1): Advance this amulet's count by 1.",,Havencraft,Amulet,
10252310,Winged Servants,2,0,0,Summon 2 copies of Bat.,,Abysscraft,Spell,
10062210,Winged Statue,1,0,0,"Countdown (4)
Last Words: Summon a Holy Falcon.
Engage (1): Advance this amulet's count by 1.",,Havencraft,Amulet,
10061130,Winged Warrior,4,4,4,"Fanfare: Select another allied follower on the field and give it +1/+1.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select another allied follower on the field and give it +1/+1.
Evolve: Replicate the effects of this card's Fanfare ability.",Havencraft,Follower,
90054320,Wings of Desire,0,0,0,Select an allied Rulenye & Valnareik on the field and give it Storm.,,Abysscraft,Spell,
10371310,Wired Assault,4,0,0,Select an enemy follower on the field and destroy it. Add 2 copies of Puppet to your hand.,,Portalcraft,Spell,
10241110,Wise Guardian Dragon,10,4,4,"Activates in hand. Whenever an allied follower super-evolves, reduce the cost of this card by 3.
Fanfare: Summon a Vastwing Dragon.","Activates in hand. Whenever an allied follower super-evolves, reduce the cost of this card by 3.
Fanfare: Summon a Vastwing Dragon.",Dragoncraft,Follower,
10031210,Witch's New Brew,1,0,0,"Fanfare: Draw a card.
Earth Sigil
Engage (1): Gain an earth sigil.",,Runecraft,Spell,Earth Sigil
10514110,"Wolfraud, Skybound Hanged Man",2,1,1,"Fanfare: Give this follower +X/+X. X is your Combo.
Evolve: Discard your hand. Add an exact copy each of 5 random cards in your opponent's deck to your hand without revealing them.","Fanfare: Give this follower +X/+X. X is your Combo.
Evolve: Discard your hand. Add an exact copy each of 5 random cards in your opponent's deck to your hand without revealing them.",Forestcraft,Follower,
10532120,Woodsong Haikumaster,6,2,1,"On Spellboost: Reduce the cost of this card by 1.
Fanfare: Draw a card.
Last Words: Spellboost your hand.","On Spellboost: Reduce the cost of this card by 1.
Fanfare: Draw a card.
Last Words: Spellboost your hand.",Runecraft,Follower,
10211310,Woodwalkers,7,0,0,Summon 3 copies of Gentle Treant.,,Forestcraft,Spell,
10111140,Workin' Grasshopper,3,2,1,Fanfare: Draw an X-cost follower. X is your Combo.,Fanfare: Draw an X-cost follower. X is your Combo.,Forestcraft,Follower,
10503210,World of Games,1,0,0,"Countdown (5)
Whenever you play another card, if there's a card on the field other than it with the same base cost, advance this amulet's count by 1.
Last Words: Draw 2 cards.",,Neutral,Amulet,
10663110,Worshipful Crusader,6,2,4,"Fanfare: Summon a Worshipful Crusader.
Bane
Aura
Evolve: Select an enemy follower on the field and destroy it.","Fanfare: Summon a Worshipful Crusader.
Bane
Aura
Evolve: Select an enemy follower on the field and destroy it.",Havencraft,Follower,
10652110,Yearnful Necromancer,3,3,3,"Enhance (8): Reanimate (9).
Ward","Enhance (8): Reanimate (9).
Ward",Abysscraft,Follower,
10624120,"Yidmetra, Eld Sword",2,1,2,"Fanfare: Add a Depths of the Eld Sword to your hand.
Evolve: Reduce your faith's value by 5 to give it ""Whenever you play an Enhanced card, give all allied followers on the field +1/+1.""","Fanfare: Add a Depths of the Eld Sword to your hand.
Evolve: Reduce your faith's value by 5 to give it ""Whenever you play an Enhanced card, give all allied followers on the field +1/+1.""",Swordcraft,Follower,Encroacher
10674120,"Yog-Zentha, Eld Axe",2,2,1,"Fanfare: If there's an allied follower on the field with a base cost of 5 or more, add a Depths of the Eld Axe to your hand.
Rush","Fanfare: If there's an allied follower on the field with a base cost of 5 or more, add a Depths of the Eld Axe to your hand.
Rush",Portalcraft,Follower,Encroacher
10544120,"Yube, Crestpetal",3,1,2,"Fanfare: Summon a Majestic Megalorca.
Evolve: Select a card in your hand and discard it. Gain Crest: Yube, Crestpetal.","Fanfare: Summon a Majestic Megalorca.
Evolve: Select a card in your hand and discard it. Gain Crest: Yube, Crestpetal.",Dragoncraft,Follower,
10414120,"Yuel & Societte, Dancing Duo",5,4,3,"Fanfare: Do this 2 times: ""Deal 4 damage to a random enemy follower.""
Super-Evolve: Gain Crest: Yuel & Societte, Dancing Duo.","Fanfare: Do this 2 times: ""Deal 4 damage to a random enemy follower.""
Super-Evolve: Gain Crest: Yuel & Societte, Dancing Duo.",Forestcraft,Follower,
10152130,"Yuna, Occult Hunter",4,3,5,"Ward
Last Words: Add a Ghost and Bat to your hand.","Ward
Last Words: Add a Ghost and Bat to your hand.",Abysscraft,Follower,
10402110,"Yuni, Cosmic Legacy",3,3,3,"Aura
At the end of your turn, restore 1 defense to all allies.","Aura
At the end of your turn, restore 1 defense to all allies.",Neutral,Follower,
10224120,"Yurius, Levin Authority",8,5,7,"Fanfare: Summon 2 enemy copies of Knight.
Whenever an enemy follower enters the field, give it ""Can't attack followers or leaders"" until the end of your opponent's turn, deal 1 damage to the enemy leader, and restore 1 defense to your leader.","Fanfare: Summon 2 enemy copies of Knight.
Whenever an enemy follower enters the field, give it ""Can't attack followers or leaders"" until the end of your opponent's turn, deal 1 damage to the enemy leader, and restore 1 defense to your leader.",Swordcraft,Follower,Levin
10143130,"Zahar, Stormwave Dragoon",6,3,3,"Fanfare: Summon a Vastwing Dragon.
Ward","Fanfare: Summon a Vastwing Dragon.
Ward",Dragoncraft,Follower,
10142130,"Zell, Windreader",3,3,3,Super-Evolve: Select another allied follower on the field and give it Storm.,Super-Evolve: Select another allied follower on the field and give it Storm.,Dragoncraft,Follower,
10424110,"Zeta & Bea, Crimson and Blue",4,3,2,"Fanfare: Summon a Zeta & Bea, Crimson and Blue.
Enhance (6): Give it Bane and this follower Storm.
Rush","Fanfare: Summon a Zeta & Bea, Crimson and Blue.
Enhance (6): Give it Bane and this follower Storm.
Rush",Swordcraft,Follower,
10123130,"Zirconia, Ironcrown Ward",4,4,4,Evolve: Summon 2 copies of Knight. Give all other allied followers on the field +1/+1.,Evolve: Summon 2 copies of Knight. Give all other allied followers on the field +1/+1.,Swordcraft,Follower,
10444120,"Zooey, Ally of the World",5,5,5,"Fanfare: Gain 1 max play point.
Enhance (10): Give this follower Storm. Set your leader's max defense to 1. Give your leader ""Can't take more than 0 damage at a time"" until the end of your opponent's turn.","Fanfare: Gain 1 max play point.
Enhance (10): Give this follower Storm. Set your leader's max defense to 1. Give your leader ""Can't take more than 0 damage at a time"" until the end of your opponent's turn.",Dragoncraft,Follower,
10274110,"Zwei, Symphonic Heart",5,3,3,"Fanfare: Summon a Victoria.
Whenever an allied Puppetry follower enters the field, give it Ward.
Evolve: Summon an Enhanced Puppet.","Fanfare: Summon a Victoria.
Whenever an allied Puppetry follower enters the field, give it Ward.
Evolve: Summon an Enhanced Puppet.",Portalcraft,Follower,
